date,weekday,schedule_items,category_code,category,live_entries_before,disposition,action,live_entries_after
2018-08-17,五,我的世界/MC 第六天 建筑比赛 | 无人深空/ No Man's Sky,0,已有条目·内容一致,2018-08-17-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-17-live-01
2018-08-18,六,我的世界/MC 第七天 MC歌会,0,已有条目·内容一致,2018-08-18-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-18-live-01
2018-08-19,日,聊斋 | 心灵砒霜 | 邮件21,0,已有条目·内容一致,2018-08-19-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-19-live-01
2018-08-20,一,星界边境/ Starbound,0,已有条目·内容一致,2018-08-20-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-20-live-01
2018-08-21,二,我的世界/MC 第八天,0,已有条目·内容一致,2018-08-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-21-live-01
2018-08-22,三,过山车之星/ Planet Coaster,0,已有条目·内容一致,2018-08-22-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-22-live-01
2018-08-23,四,休息,6,非直播／活动／休息,,节目单：休息,,
2018-08-24,五,流星蝴蝶剑 | 我的世界/MC 第九天,0,已有条目·内容一致,2018-08-24-live-01 | 2018-08-24-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-24-live-01 | 2018-08-24-live-02
2018-08-25,六,我的世界/MC 第十天,0,已有条目·内容一致,2018-08-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-25-live-01
2018-08-26,日,心灵砒霜 | 邮件33,0,已有条目·内容一致,2018-08-26-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-26-live-01
2018-08-27,一,PS4 PRO 限定版开箱,0,已有条目·内容一致,2018-08-27-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-27-live-01
2018-08-28,二,休息,6,非直播／活动／休息,,节目单：休息,,
2018-08-29,三,休息,6,非直播／活动／休息,,节目单：休息,,
2018-08-30,四,休息,6,非直播／活动／休息,,节目单：休息,,
2018-08-31,五,休息,6,非直播／活动／休息,,节目单：休息,,
2018-09-01,六,休息,6,非直播／活动／休息,,节目单：休息,,
2018-09-02,日,休息,6,非直播／活动／休息,,节目单：休息,,
2018-09-03,一,休息,6,非直播／活动／休息,,节目单：休息,,
2018-09-04,二,过山车之星/ Planet Coaster,0,已有条目·内容一致,2018-09-04-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-04-live-01
2018-09-05,三,双点医院/ Two Point Hospital,0,已有条目·内容一致,2018-09-05-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-05-live-01
2018-09-06,四,Dota 2,0,已有条目·内容一致,2018-09-06-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-06-live-01
2018-09-07,五,休息,6,非直播／活动／休息,,节目单：休息,,
2018-09-08,六,甜甜圈都市/ DonutCounty | 双点医院/ Two Point Hospital,2,已有条目·缺内容,2018-09-08-live-01,节目单另记「双点医院/ Two Point Hospital」，条目未收；只有节目单一处，未改条目,,2018-09-08-live-01
2018-09-09,日,聊斋 | 心灵砒霜 | 邮件16,0,已有条目·内容一致,2018-09-09-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-09-live-01
2018-09-10,一,眩晕症,6,非直播／活动／休息,,节目单：眩晕症,,
2018-09-11,二,过山车之星/ Planet Coaster,0,已有条目·内容一致,2018-09-11-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-11-live-01
2018-09-12,三,极限巅峰/ Steep,0,已有条目·内容一致,2018-09-12-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-12-live-01
2018-09-13,四,奇异小队/ Strange Brigade,0,已有条目·内容一致,2018-09-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-13-live-01
2018-09-14,五,奇异小队/ Strange Brigade,0,已有条目·内容一致,2018-09-14-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-14-live-01
2018-09-15,六,奇异小队/ Strange Brigade | 超级情圣2 / Super Seducer 2,2,已有条目·缺内容,2018-09-15-live-01,节目单另记「超级情圣2 / Super Seducer 2」，条目未收；只有节目单一处，未改条目,,2018-09-15-live-01
2018-09-16,日,心灵砒霜 | 邮件30,0,已有条目·内容一致,2018-09-16-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-16-live-02
2018-09-17,一,女巫来了/ Witch It | 39天到火星/ 39 Days to Mars,0,已有条目·内容一致,2018-09-17-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-17-live-01
2018-09-18,二,武汉理工大学宣讲,0,已有条目·内容一致,2018-09-18-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-18-live-01
2018-09-19,三,,6,非直播／活动／休息,,节目单：空白,,
2018-09-20,四,武汉大学宣讲,6,非直播／活动／休息,,节目单：武汉大学宣讲,,
2018-09-21,五,锈湖新章：悖论/ Rusty lake:Paradox,0,已有条目·内容一致,2018-09-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-21-live-01
2018-09-22,六,钓鱼模拟器/ Ultimate Fishing Simulator,0,已有条目·内容一致,2018-09-22-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-22-live-01
2018-09-23,日,心灵砒霜 | 邮件16,0,已有条目·内容一致,2018-09-23-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-23-live-01
2018-09-24,一,在家过中秋 | 晚上语音76,2,已有条目·缺内容,2018-09-24-live-01,节目单另记「在家过中秋」，条目未收；只有节目单一处，未改条目,,2018-09-24-live-01
2018-09-25,二,,6,非直播／活动／休息,,节目单：空白,,
2018-09-26,三,钓鱼模拟器/ Ultimate Fishing Simulator,0,已有条目·内容一致,2018-09-26-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-26-live-01
2018-09-27,四,恐龙公园/ Parkasaurus,0,已有条目·内容一致,2018-09-27-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-27-live-01
2018-09-28,五,中国式家长,0,已有条目·内容一致,2018-09-28-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-28-live-01
2018-09-29,六,中国式家长,0,已有条目·内容一致,2018-09-29-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-29-live-01
2018-09-30,日,聊斋 | 心灵砒霜 | 邮件15,0,已有条目·内容一致,2018-09-30-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-09-30-live-01
2018-10-01,一,,6,非直播／活动／休息,,节目单：空白,,
2018-10-02,二,老爷车/ Jalopy,0,已有条目·内容一致,2018-10-02-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-02-live-01
2018-10-03,三,生日Patty,2,已有条目·缺内容,2018-10-03-live-01,节目单另记「生日Patty」，条目未收；只有节目单一处，未改条目,,2018-10-03-live-01
2018-10-04,四,,6,非直播／活动／休息,,节目单：空白,,
2018-10-05,五,老爷车/ Jalopy,0,已有条目·内容一致,2018-10-05-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-05-live-01
2018-10-06,六,HUE,0,已有条目·内容一致,2018-10-06-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-06-live-01
2018-10-07,日,心灵砒霜 | 邮件19,0,已有条目·内容一致,2018-10-07-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-07-live-01
2018-10-08,一,拣·爱 | 老式音乐剧/ OldSchoolMusical,0,已有条目·内容一致,2018-10-08-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-08-live-01
2018-10-09,二,语音直播,0,已有条目·内容一致,2018-10-09-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,条目只有节目单及其 2024 年贴吧转贴为据，confidence 由 medium 降为 low,2018-10-09-live-01
2018-10-10,三,超级马里奥派对/ SUPER MARIO PARTY,0,已有条目·内容一致,2018-10-10-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-10-live-01
2018-10-11,四,阳光路，关爱自闭儿童,2,已有条目·缺内容,2018-10-11-live-01,节目单另记「阳光路，关爱自闭儿童」，条目未收；只有节目单一处，未改条目,,2018-10-11-live-01
2018-10-12,五,超级马里奥派对/ SUPER MARIO PARTY,0,已有条目·内容一致,2018-10-12-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-12-live-01
2018-10-13,六,,6,非直播／活动／休息,,节目单：空白,,
2018-10-14,日,心灵砒霜 | 邮件18,0,已有条目·内容一致,2018-10-14-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-14-live-01
2018-10-15,一,语音直播,0,已有条目·内容一致,2018-10-15-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,条目只有节目单及其 2024 年贴吧转贴为据，confidence 由 medium 降为 low,2018-10-15-live-01
2018-10-16,二,超级马里奥派对/ SUPER MARIO PARTY,0,已有条目·内容一致,2018-10-16-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-16-live-01
2018-10-17,三,,6,非直播／活动／休息,,节目单：空白,,
2018-10-18,四,,6,非直播／活动／休息,,节目单：空白,,
2018-10-19,五,庇护所/ Sheltered,0,已有条目·内容一致,2018-10-19-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-19-live-01
2018-10-20,六,庇护所/ Sheltered,0,已有条目·内容一致,2018-10-20-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-20-live-01
2018-10-21,日,心灵砒霜 | 邮件17,0,已有条目·内容一致,2018-10-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-21-live-01
2018-10-22,一,请假,6,非直播／活动／休息,,节目单：请假,,
2018-10-23,二,呼吸边缘/ Breathedge,0,已有条目·内容一致,2018-10-23-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-23-live-01
2018-10-24,三,冰火王权/ Regins,0,已有条目·内容一致,2018-10-24-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-24-live-01
2018-10-25,四,休息,6,非直播／活动／休息,,节目单：休息,,
2018-10-26,五,荒野大镖客：救赎2/ Red Dead: RedemptionⅡ,0,已有条目·内容一致,2018-10-26-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-26-live-01
2018-10-27,六,荒野大镖客：救赎2/ Red Dead: RedemptionⅡ,0,已有条目·内容一致,2018-10-27-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-27-live-01
2018-10-28,日,荒野大镖客：救赎2/ Red Dead: RedemptionⅡ,0,已有条目·内容一致,2018-10-28-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-28-live-01
2018-10-29,一,荒野大镖客：救赎2/ Red Dead: RedemptionⅡ,0,已有条目·内容一致,2018-10-29-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-29-live-01
2018-10-30,二,荒野大镖客：救赎2/ Red Dead: RedemptionⅡ,0,已有条目·内容一致,2018-10-30-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-30-live-01
2018-10-31,三,荒野大镖客：救赎2/ Red Dead: RedemptionⅡ,0,已有条目·内容一致,2018-10-31-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-10-31-live-01
2018-11-01,四,,6,非直播／活动／休息,,节目单：空白,,
2018-11-02,五,明日之后 | 荒野大镖客：救赎2/ Red Dead: RedemptionⅡ,0,已有条目·内容一致,2018-11-02-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-11-02-live-01
2018-11-03,六,,6,非直播／活动／休息,,节目单：空白,,
2018-11-04,日,心灵砒霜 | 邮件20,0,已有条目·内容一致,2018-11-04-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-11-04-live-01
2018-11-05,一,荒野大镖客：救赎2/ Red Dead: RedemptionⅡ,0,已有条目·内容一致,2018-11-05-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-11-05-live-01
2018-11-06,二,荒野大镖客：救赎2/ Red Dead: RedemptionⅡ,0,已有条目·内容一致,2018-11-06-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-11-06-live-01
2018-11-07,三,,6,非直播／活动／休息,,节目单：空白,,
2018-11-08,四,荒野大镖客：救赎2/ Red Dead: RedemptionⅡ | 唱个歌,2,已有条目·缺内容,2018-11-08-live-01,节目单另记「唱个歌」，条目未收；只有节目单一处，未改条目,,2018-11-08-live-01
2018-11-09,五,荒野大镖客：救赎2/ Red Dead: RedemptionⅡ,0,已有条目·内容一致,2018-11-09-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-11-09-live-01
2018-11-10,六,半夜语音直播185 | 荒野大镖客：救赎2/ Red Dead: RedemptionⅡ | 224.0,0,已有条目·内容一致,2018-11-10-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-11-10-live-01
2018-11-11,日,广州核聚变,6,非直播／活动／休息,,节目单：广州核聚变,,
2018-11-12,一,荒野大镖客：救赎2/ Red Dead: RedemptionⅡ | 新家首播,2,已有条目·缺内容,2018-11-12-live-01,节目单另记「新家首播」，条目未收；只有节目单一处，未改条目,,2018-11-12-live-01
2018-11-13,二,荒野大镖客：救赎2/ Red Dead: RedemptionⅡ,0,已有条目·内容一致,2018-11-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-11-13-live-01
2018-11-14,三,BBC采访 | 荒野大镖客：救赎2/ Red Dead: RedemptionⅡ,0,已有条目·内容一致,2018-11-14-live-01 | 2018-11-14-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-11-14-live-01 | 2018-11-14-live-02
2018-11-15,四,,6,非直播／活动／休息,,节目单：空白,,
2018-11-16,五,超级马里奥派对/ SUPER MARIO PARTY | 荒野大镖客：救赎2/ Red Dead: RedemptionⅡ,0,已有条目·内容一致,2018-11-16-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-11-16-live-01
